resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,colInst,numCurr,numTot,numWait,onlineMeeting,weekDay 6,alignC,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,extraTxt 14,extraTxt 15
CERES,Independent Studies,EUR495H1-Y,Timetable instructions,Note:,"For more information, please contact the Program Office by telephone (416-946-8962) or email at robert.austin@utoronto.ca.",An in-depth of an issue of relevance to the European Union. Content depends on the instructor. Not eligible for CR/NCR option.,Open only to students enrolled in the European Studies Major Program. Third and Fourth year students only.,Prerequisite:,Varies year to year.,Recommended Preparation:,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person,,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR496H1-F,,,,"Independent research extension to one of the courses already completed in Geographic Information Systems. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in the GIS program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCEs,Prerequisite:,,,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR496H1-S,,,,"Independent research extension to one of the courses already completed in Geographic Information Systems. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in the GIS program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCEs,Prerequisite:,,,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR497H1-F,,,,"Independent research extension to one of the courses already completed in Environmental Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCE's and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR497H1-S,,,,"Independent research extension to one of the courses already completed in Environmental Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCE's and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,Social Science,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
CERES,Special Topics in European Studies: European Union,EUR498H1-S,,Special Topics in European Studies,,"What is the European Union? Which are its core institutions and how do they work? What is the scope of its directives and programs, and how do they fit in with the member-states’ policies? What is the role of the EU as an international actor? This course on  aims at answering all these questions. The course will start with an introduction to integration in Europe, the development of the EU, and some theories and approaches to its study. It will then review the main political, economic, and judiciary institutions in the EU. Last, it will examine some important policy areas and challenges at the European level, including migration and asylum, social cohesion, counterterrorist initiatives, scenarios after Brexit, relations between the EU and its neighbours, and foreign policy. Special care will be given to explaining the political interaction between the EU institutions and the member-states, on the one hand, and the EU’s Directives and policy frameworks and the members’ policies, on the other hand.",Completion of 12.0 FCEs including EUR200Y1 and one of POL207Y1/POL359Y1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Friday,—,10:00,12:00,WW 121,https://map.utoronto.ca/?id=1809#!m/494547,"Austin, R.",11,25,Yes: 0 student,In Person,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1625 MA EUROPEAN STUDIES,ASMIN1011 MI EUROPEAN UNION STUDIES,,,,
GGR,Independent Research,GGR498H1-F,,,,"Independent research extension to one of the courses already completed in Physical Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,Science,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR498H1-S,,,,"Independent research extension to one of the courses already completed in Physical Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,Science,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR499H1-F,,,,"Independent research extension to one of the courses already completed in a social science or humanities branch of Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9997,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Independent Research,GGR499H1-S,,,,"Independent research extension to one of the courses already completed in a social science or humanities branch of Geography. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10.0 FCE's,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
