resultDept,pbot15,hiCC,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,weekDay 3,alignC,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 7,colInst,enConList,enConList 2,enConList 3,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14
VIC,Education Internship,EDS360Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,,of  available,25,30,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students are required to complete an internship in an educational environment. This can be satisfied by participation in an organization with the approval of the Program Coordinator. Written assessment of the internship is required. Restricted to students enrolled in the Education and Society Minor. Not eligible for CR/NCR option.,EDS265H1/VIC265H1/VIC362H1,Prerequisite:,"EDS360H1, VIC360H1, VIC360Y1, EDS360Y0, VIC360Y0",Exclusion:,,"Forgie, J.",ASMIN1029 MI EDUCATION & SOCIETY,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,A Study of Chinese Literature and Culture,EDS361H0-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course takes place on exchange in Beijing, China. This course will compare selected works of Chinese and Canadian authors with a view to the presentation of such writing in an educational setting.",VIC361H0,Exclusion:,Humanities,Distribution Requirement:,Room,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
VIC,Teaching Math: The JUMP Approach,EDS363H1-S,,,,LEC0101,Monday,—,16:00,18:00,VC 206,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,16,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,This course will challenge the widely accepted idea that people need to be born with a special gift or natural ability to excel in mathematics. New research in education and cognitive science suggests that young learners often struggle in school because they are not taught in a way that allows their brains to work efficiently. This course will examine barriers that prevent students from learning and methods of teaching that can help all students reach their full potential (not only in math). Math lovers and math phobic students are welcome: the course aims to help students develop deeper levels of confidence and understanding in mathematics so they can become effective teachers themselves.,VIC363H1,Exclusion:,Social Science,Distribution Requirement:,Room,"Mighton, J.",ASMIN1028 MI EDUCATION & SOCIETY (CTEP),ASMIN1029 MI EDUCATION & SOCIETY,,,,Society and its Institutions (3),Breadth Requirement:,,,
UC,Canadian Pluralism,CDN367H1-S,,,,LEC0101,Tuesday,—,11:00,13:00,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,,—,of  available,41,59,Yes: 0 student,In Person,,,,Course Description:,"Students will examine the complexities of social and cultural interaction in the context of changing Canadian demographics. This course compares and contrasts policies regarding indigenous rights, migration, multiculturalism, and citizenship with contemporary cultural narratives in literature, painting and film.",CDN267H1/CDN268H1 or permission of instructor,Prerequisite:,"UNI320Y1, UNI367H1",Exclusion:,Room,,,,,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
UC,Canada's Borders,CDN368H1-F,,,,LEC0101,Tuesday,—,10:00,12:00,UC 244,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,35,59,Yes: 0 student,In Person,,,,Course Description:,"The Canadian border is being reshaped by the increasing transnational movement of people, goods and ideas. Students will examine border issues relating to mobility, trade, and security from a wide range of interdisciplinary perspectives, from public policy to contemporary media, such as TV, films, and novels.",CDN267H1/CDN268H1 or permission of instructor,Prerequisite:,"UNI320Y1, UNI368H1",Exclusion:,Room,"Gilbert, E.",,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Documenting Reality,CRE371H1-S,,,,LEC0101,Tuesday,—,10:00,12:00,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,,,of  available,0,40,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This seminar course explores methods of capturing, representing, and constructing reality through documentary media. Emphases will include opportunities and challenges brought by technical developments in the digital era, and the history and evolution of documentary work in print and/or photography. Students consider methods and innovations of major practitioners; ethical issues such as privacy, subjectivity, and objectivity; and partisanship and the effects of artificial intelligence and other automatic tools.",Completion of 4.0 credits,Prerequisite:,VIC371H1,Exclusion:,Room,"Istrate, E.",(Faculty of Music),ASMIN2741 MI CREATIVE EXPRESN & SOCIETY,ASMIN2743 MI SCIENCE & SOCIETY,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
VIC,"Reviewing, Reception, and Reading Communities",CRE372H1-F,,,,LEC0101,,,,,,,,—,,,,,,,,,Course Description:,"While readers and audiences often are considered to be cultural ""consumers,"" this course will consider reception as an active, creative, and often collaborative activity, by examining formal and informal practices of reviewing and response that may include fan/fanfic cultures, book clubs, community and nation-wide reading programs, and award competitions. Such contexts of reception will be considered along with their social, economic, and ethical implications.",Completion of 4.0 credits,Prerequisite:,VIC372H1,Exclusion:,Room,,,,,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
VIC,Cultural Encounters: Identity and Transformation in the Arts,CRE374H1-S,,,,LEC0101,Monday,—,14:00,16:00,VC 206,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,0,35,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This course focuses on specific scenes of cultural cross-pollination and on how these encounters are reflected in the arts. Areas of investigation might include the Harlem Renaissance, French Surrealism in the Caribbean, Bollywood / Hollywood, Indigenous Hip-Hop, or contemporary Toronto as a convergence of creative energy. How have artists from marginalized communities taken up and adapted modes of expression for their own creative purposes? How can new forms of artistic representation contest and undermine systemic social and political inequalities? This course focuses on liberating aesthetic innovations that respond to historically embedded cultural encounters.",Completion of 9.0 credits,Prerequisite:,Humanities,Distribution Requirement:,Room,"Sol, A.",(Faculty of Music),ASMIN2741 MI CREATIVE EXPRESN & SOCIETY,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
TRIN,Trinity Comprehensive Paper I,TRN377Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,,of  available,9987,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"Students are individually mentored by faculty experts through readings from primary literature towards preparation of a quality review article. For students in third year, students identify their faculty mentor during second year and agree to become familiar with the available textbook level material during that year in their chosen topic. Not eligible for CR/NCR option.",minimum of 8.0 FCEs completed and by permission of the instructor,Prerequisite:,"Humanities, Science, Social Science",Distribution Requirement:,,"Boehm, L.",,,,,,,,,,
UC,Socio-Cultural Perspective of the Canadian Jewish Community,CDN380H1-S,,,,LEC0101,Thursday,—,12:00,14:00,UC 67,https://map.utoronto.ca/?id=1809#!m/494517,,—,of  available,27,30,Yes: 0 student,In Person,,,,Course Description:,"This course examines the relationship between prominent Canadians who happen to be Jews and those whose works are founded in Jewish identity; the diversity of the community on the basis of religion, language, class, ideology, etc.; contributions to the arts and scholarship; and the role and contribution of Jewish women.",UNI380H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
SDST,Intro to Trans Studies,SDS381H1-F,,,,LEC0101,Monday,—,12:00,14:00,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,19,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This course examines current and historical transgender issues by exploring legal and health care issues, politics, mainstream and other media representations (including films, interviews, and other genres); as well as current and historical advocacy and community work in relation to power structures such as the nation-state, race, disability, and sexuality.","Completion of one 0.5 FCE from SDS, WGS or EQS courses or permission of the instructor.",Prerequisite:,SDS375H1F (Fall 2016),Exclusion:,Room,"Sanchinel, S.",ASMAJ1240 MA SEXUAL DIVERSITY STUDIES,ASMIN1240 MI SEXUAL DIVERSITY STUDIES,ASSPE1240 SP SEXUAL DIVERSITY STUDIES,,,"Humanities, Social Science",Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
