resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,headerSect 8,weekDay 3,weekDay 4,alignC,weekDay 10,alignC 4,weekDay 18,extraTxt 11,extraTxt 12,weekDay href,extraTxt 13,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,dayInfo 28,dayInfo 29,dayInfo 30,weekDay href 4
STAT,Why Numbers Matter,STA201H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","This course teaches non-science students the importance of quantitative reasoning to many different areas. It explores a variety of applications to such diverse subjects as economics, gambling, politics, poetry, graphics, music, medicine, demographics, sports, secret codes, and more, using only basic high school level mathematics combined with logical thinking.","MAT133Y1/MAT135H1/MAT136H1/MAT137Y1/MAT157Y1/(MATA29H3, MATA35H3)/(MATA32H3, MATA33H3)/(MATA30H3, MATA36H3)/(MATA31H3, MATA37H3)/MAT133Y5/(MAT132H5,MAT134H5)/(MAT135H5,MAT136H5)/MAT137Y5/MAT157Y5",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Monday,—,14:00,15:00,ES B149,"Singh, M.",of  available,56,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,SF 3202,,Wednesday,,,https://map.utoronto.ca/?id=1809#!m/494499,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Arts    Program (Faculty of Arts and Science),SOCIAL SCIENCES    Program (Faculty of Arts and Science),—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494481
SMC,Christianity and Society Through the Ages,CHC203Y1-Y,,,,"This course explores the historical engagement of various Christian traditions with the prevailing political, social, and ethnic cultures in the western world and beyond. Students will also examine the development of Christianity as it confronts changes in the symbolic and intellectual universes from antiquity to post-modernity.",SMC203Y1,Exclusion:,Humanities,Distribution Requirement:,"Society and its Institutions (3), Thought, Belief and Behaviour (2)",Breadth Requirement:,,LEC0101,Monday,—,14:00,16:00,TF 202,"O'Connor, M.",of  available,12,30,Yes: 0 student,In Person,,TF 202,TF 202,,,,Wednesday,,,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,—,14:00,15:00,https://map.utoronto.ca/?id=1809#!m/494581
SMC,The Early Mediaeval Tradition,MST210H1-F,Delivery instructions,Note:,This course will occur online synchronously.,"An introduction to the thought and culture of early mediaeval Europe. Students are introduced to important monuments of early mediaeval History, Thought, Literature, and Art. They follow some of the common threads that run through these disciplines and explore chief expressions of early mediaeval life and thought.",SMC210H1,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC9901,Thursday,—,15:00,17:00,—,"Silano, G.",of  available,2,50,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,
SMC,The Middle Ages and the Movies,MST211H1-S,,,,"This course examines the ways mediaeval themes have been presented in the cinema over the last century by taking exemplary films from different countries and epochs. The purpose is to explore each on three levels: the mediaeval reality, the subsequent legendary or literary elaboration, and the twentieth-century film rendition, regarded equally as work of art, ideology and economic product.",SMC211H1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,15:00,18:00,RL 3025,"More, A.",of  available,29,50,Yes: 0 student,In Person,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494531,,,,,,,,,,
SMC,The Later Mediaeval Tradition,MST212H1-S,,,,"An introduction to the thought and culture of later mediaeval Europe. Students are introduced to important monuments of later mediaeval History, Thought, Literature, and Art. They follow some of the common threads that run through these disciplines and explore chief expressions of later mediaeval life and thought.",SMC212H1,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,—,13:00,15:00,TF 200,"Gabe, E.",of  available,16,30,Yes: 0 student,In Person,Activity,Thursday,,—,,,,,,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,,,,
SMC,Dante and the Christian Imagination,MST213H1-F,,,,"A study of selections from various works by Dante as an expression of the medieval imagination, viewed against the background of medieval Christian doctrine and psychology and in relation to various contemporary approaches to the study of medieval Christian culture.",SMC213H1,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,—,11:00,12:00,TF 102,"Tardif, S.",of  available,4,15,Yes: 0 student,In Person,,TF 102,,,TF 102,,Wednesday,,,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,—,11:00,12:00,https://map.utoronto.ca/?id=1809#!m/494581
SMC,Varieties of Christian Community,CHC215H1-F,Delivery instructions,Note:,This course will occur online synchronously.,"Christian history has been characterized by an enduring and fruitful search for forms of religious community. This course surveys some communal attempts to express Christianity, monasticism, forms of common life for clerics, the Mendicants, lay confraternities, religious orders, and contemporary lay movements.",SMC215H1,Exclusion:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC9901,Tuesday,—,15:00,17:00,—,"Silano, G.",of  available,0,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,
SPA,Academic Portuguese,PRT219Y1-Y,,,,"Meets the needs of students who have had exposure to spoken Portuguese in an informal context (living in a Portuguese speaking country, or in a Portuguese speaking family) but little to no exposure to written Portuguese. Besides reviewing English/Portuguese spelling differences, written and spoken registers of Portuguese, and basic aspects of the grammatical system, the course (1) provides students with the essential understanding of Portuguese grammatical system; (2) builds their vocabulary; and (3) trains them to express themselves formally in both spoken and written Portuguese.",Basic to relatively high ability to speak and understand Portuguese; limited or no formal education in Portuguese.,Prerequisite:,"PRT100Y1, PRT110Y1, PRT120Y1, PRT220Y1, PRT320Y1",Exclusion:,Creative and Cultural Representations (1),Breadth Requirement:,,LEC0101,Tuesday,—,10:00,12:00,VC 211,"Sa Carvalho Pereira, C.",of  available,18,25,Yes: 0 student,In Person,Activity,Thursday,VC 211,—,SK 100,,,,,https://map.utoronto.ca/?id=1809#!m/494564,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494602
SPA,Academic Spanish,SPA219Y1-Y,,,,"For native (heritage) speakers who have had exposure to spoken Spanish in an informal context (i.e, living in a Spanish-speaking country; or with a Spanish-speaking family); but little to no exposure to written Spanish. The students' ability to speak and understand Spanish may range from basic to relatively high fluency, but they cannot write and/or read Spanish. The course reviews English/Spanish spelling differences; written and spoken registers of Spanish, and basic aspects of the grammatical system. Provides students with the essential understanding of Spanish grammatical system; builds their vocabulary; and trains them to express themselves formally.",Basic to relatively high native ability to speak and understand Spanish; limited or no formal education in Spanish.,Prerequisite:,"SPA100Y1, SPA120Y1, SPA220Y1, SPA320Y1, SPA319Y1",Exclusion:,Humanities,Distribution Requirement:,,LEC0101,Monday,—,10:00,13:00,VC 206,"Colantoni, L.",of  available,22,35,Yes: 0 student,In Person,,,VC 206,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494602
SPA,Intermediate Portuguese,PRT220Y1-Y,Delivery instructions,Note:,It is recommended that students have a computer with a microphone and camera in order to participate in online activities.,"This course will bring together Portuguese grammar and language skills into a useful and practical framework, in order to develop students' skills to communicate in an accurate, effective, and informed manner within a variety of socio-cultural situations. Besides introducing new grammar topics corresponding to the intermediate level, it also includes a grammar review with extra work on vocabulary acquisition. Focuses on comprehension, development of a greater complexity in students' written and oral productions, and gaining a better understanding of Portuguese-speaking cultures.",PRT100Y1,Prerequisite:,PRT219Y1/PRT110Y1/PRT120Y1/PRT320Y1,Exclusion:,Humanities,Distribution Requirement:,,LEC0101,Tuesday,—,13:00,15:00,—,"de Almeida Graca, L.",of  available,14,20,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Thursday,—,—,NF 205,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,
SPA,Intermediate Spanish,SPA220Y1-Y,Timetable instructions,Note:,Students MUST enroll in a tutorial section according to their lecture. Students who enroll in a tutorial that does not correspond with their lecture WILL be moved.,"Intermediate Spanish for non-native speakers. Intensive grammar review of the structures of Spanish integrated with an introduction to reading authentic Spanish material, with practice designed to build vocabulary and to improve oral and written expression.",SPA100Y1 or placement test.,Prerequisite:,"SPA120Y1, SPA219Y1, SPA319Y1, SPA320Y1",Exclusion:,Humanities,Distribution Requirement:,,LEC0101,Monday,—,10:00,11:00,—,"Ramirez-Salazar, M.",of  available,35,50,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Tuesday,—,—,SS 2114,—,Wednesday,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494510,It is recommended that students have a computer with a microphone and camera in order to participate in online activities.,,,,,,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494578
STAT,The Practice of Statistics I,STA220H1-F,Delivery instructions,Note:,Lectures will be delivered online and tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,"An introductory course in statistical concepts and methods, emphasizing exploratory data analysis for univariate and bivariate data, sampling and experimental designs, basic probability models, estimation and tests of hypothesis in one-sample and comparative two-sample studies. A statistical computing package is used but no prior computing experience is assumed. Note: STA220H1does not count as a distribution requirement course.","Grade 12 Mathematics and one University course in the physical, social, or life sciences",Prerequisite:,ECO220Y1/ ECO227Y1/ GGR270H1/ PSY201H1/ SOC300Y1/ STA261H1/ STA238H1/ STA248H1/ STA288H1/ EEB225H1/ STAB22H3/ STAB57H3/ STA215H5/ STA220H5/ ECO220Y5/ ECO227Y5/ STA258H5/ STA260H5,Exclusion:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Monday,—,10:00,12:00,—,"Singh, M.",of  available,5,180,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Wednesday,—,—,—,—,Tuesday,,,,All assessments will be completed online.,,,,,,—,11:00,13:00,
