resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay 6,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,weekDay href 8,weekDay 14,dayInfo 31,alignC 9,extraTxt 9,headerSect 79,legendControl 4,extraTxt 10,extraTxt 11,extraTxt 13
PHL,Issues in Aesthetics,PHL385H1-F,Selected topics in the philosophy of art. Such issues as the following are discussed: whether different arts require different aesthetic principles; relations between art and language; the adequacy of traditional aesthetics to recent developments in the arts; art as an institution.,7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,PHLC03H3,Exclusion:,PHL285H1,Recommended Preparation:,LEC0101,Wednesday,—,09:00,12:00,,,,,LA 341,https://map.utoronto.ca/?id=1809#!m/494544,,,,,"Bitar, B.",,of  available,5,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,Humanities,Room,,,,Distribution Requirement:
PHY,Introductory Optics,PHY385H1-S,"An introduction to the physics of light. Topics covered include: electromagnetic waves and propagation of light; the Huygens and Fermat principles; geometrical optics and optical instruments; interference of waves and diffraction; polarization; introduction to photons, lasers, and optical fibers.","PHY250H1, PHY254H1",Prerequisite:,ECE318H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,14:00,15:00,Friday,—,14:00,15:00,SS 2111,https://map.utoronto.ca/?id=1809#!m/494510,MP 222,https://map.utoronto.ca/?id=1809#!m/494490,,Monday,"Vutha, A.",,of  available,13,30,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,,—,12:00,15:00,of  available,14,30,No,In Person,Status / Notes,https://map.utoronto.ca/?id=1809#!m/494510,SS 2111,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHL,Literature and Philosophy,PHL388H1-F,"The literary expression of philosophical ideas and the interplay between literature and philosophy. Such philosophical issues as the nature and origin of good and evil in human beings, the nature and extent of human freedom and responsibility, and the diverse forms of linguistic expression. Such authors as Wordsworth, Mill, Dostoyevsky, Tolstoy, Miller, Camus, and Lawrence are studied.",7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Tuesday,—,12:00,15:00,,,,,,,,,—,,"Comay, R.",,of  available,1,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Literature and Philosophy,PHL388H1-S,"The literary expression of philosophical ideas and the interplay between literature and philosophy. Such philosophical issues as the nature and origin of good and evil in human beings, the nature and extent of human freedom and responsibility, and the diverse forms of linguistic expression. Such authors as Wordsworth, Mill, Dostoyevsky, Tolstoy, Miller, Camus, and Lawrence are studied.",7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Monday,—,09:00,12:00,,,,,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Klemick, G.",,of  available,0,35,Yes: 12 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Physics of Climate,PHY392H1-F,This course provides an introduction to climate physics and the earth-atmosphere-ocean system. Topics include solar and terrestrial radiation; global energy balance; radiation laws; radiative transfer; atmospheric structure; convection; the meridional structure of the atmosphere; the general circulation of the atmosphere; the ocean and its circulation; and climate variability.,"PHY250H1/PHY252H1, MAT235Y1/MAT237Y1/MAT257Y1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,16:00,17:00,Friday,—,15:00,16:00,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Lee, C.","Lee, C.",of  available,31,70,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,—,,,Room,,,,
PHY,Physics of the Earth,JPE395H1-S,"Designed for students interested in the physics of the Earth and the planets. Study of the Earth as a unified dynamic system; determination of major internal divisions in the planet; development and evolution of the Earth's large scale surface features through plate tectonics; the age and thermal history of the planet; Earth's gravitational field and the concept of isostasy; mantle rheology and convection; Earth tides; geodetic measurement techniques, in particular modern space-based techniques.","PHY132H1/PHY152H1/PHY180H1/MIE100H1, MAT235Y1/MAT237Y1/MAT291H1/AER210H1, PHY254H1/PHY293H1/MAT244H1/MAT267H1/MAT290H1/MAT292H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,14:00,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Liu, Q.","Liu, Q.",of  available,33,75,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,—,,,Room,,,,
PSL,Research Opportunity Program,PSL399Y1-Y,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,,,LEC0101,—,—,,,—,—,,,—,,—,,—,—,"Giacca, A.","Belsham, D.",of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,Activity,Time,,Instructor(s),Space Availability,Wait List,LEC0301,,,,,of  available,9998,9999,No,In Person,Status / Notes,,,—,,,,Timetable instructions,Note:,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,
PCL,Biomedical Incubator Capstone Project,JPM400Y1-Y,"Discover what it is like to be part of a biomedical innovation team. Develop and engage in biomedical research in a simulated small business/incubator setting under the guidance of a faculty mentor. Bring your proposed JPM300H1 project to life, while acquiring budget management, research, business and communication workplace skills for future careers. Enrolment is application-based. Proposals will be reviewed by committee and successful proposals will be matched to a mentor. Not eligible for CR/NCR option.",A minimum of 75% in JPM300H1; completion of any of PCL367H1/PCL368H1/PSL372H1/BCH370H1/BCH377H1. Application required; see department for more information.,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,,—,,,—,,,,—,,,,,,"Lam, V.","Laposa, R.",of  available,13,30,Yes: 0 student,In Person (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,16:00,18:00,of  available,13,30,No,In Person (See Delivery Instructions.),,,,,,Students will form teams and develop a research proposal based on either:,,Timetable instructions,Note:,Students enroll in this course through the Department. Please contact Dr. Rebecca Laposa at:,"1. Faculty led concept requiring further development and testing, which would not normally be funded grants and would be tangential to ongoing research in the lab."
PHL,Seminar in Ancient/Medieval Philosophy,PHL400H1-S,Advanced discussion of the principal figures and themes in ancient and/or medieval philosophy.,"PHL200Y1, 4.0 credits in philosophy",Prerequisite:,Humanities,Distribution Requirement:,,,LEC0101,Monday,—,13:00,14:30,Wednesday,—,13:00,14:30,OI 7192,https://map.utoronto.ca/?id=1809#!m/494563,,,,,"Gerson, L.",,of  available,4,20,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),Year 4 PHILOSOPHY  Department of Philosophy  Major (Faculty of Arts and Science),Year 3 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),"Year 4 PHILOSOPHY  Department of Philosophy  Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","Year 4 PHILOSOPHY  Department of Philosophy  Major (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494563,OI 7192,,,,Room,,,,
PHL,Seminar in the History of Philosophy,PHL401H1-S,"Advanced study of some of the principal figures in a particular historical, philosophical tradition.",PHL200Y1/PHL210Y1,Prerequisite:,Humanities,Distribution Requirement:,,,LEC0101,Friday,—,09:00,12:00,,,,,OI 11204,https://map.utoronto.ca/?id=1809#!m/494563,,,,,,,of  available,3,20,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),Year 4 PHILOSOPHY  Department of Philosophy  Major (Faculty of Arts and Science),Year 3 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),"Year 4 PHILOSOPHY  Department of Philosophy  Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","Year 4 PHILOSOPHY  Department of Philosophy  Major (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,—,,Room,,,,
PHL,Seminar in Epistemology,PHL404H1-S,Typical problems include the nature of knowledge and belief; perception; theories of truth and necessity; skepticism.,"PHL232H1/PHL233H1, 4.0 credits in philosophy",Prerequisite:,Humanities,Distribution Requirement:,,,LEC0101,Friday,—,15:00,18:00,,,,,BL 312,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Barnett, D.",,of  available,0,20,Yes: 2 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),Year 4 PHILOSOPHY  Department of Philosophy  Major (Faculty of Arts and Science),Year 3 PHILOSOPHY  Department of Philosophy  Specialist (Faculty of Arts and Science),"Year 4 PHILOSOPHY  Department of Philosophy  Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","Year 4 PHILOSOPHY  Department of Philosophy  Major (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PSL,Regenerative Medicine,PSL404H1-F,"Regenerative medicine promises to restore body function that has been lost due to disease, damage or age. Students will explore selected molecular, stem cell and tissue engineering developments to better understand how the body normally functions and how cells, tissues, and organs can be repaired or replaced.","PSL300H1, PSL301H1",Prerequisite:,PSL350H1/BCH311H1/CSB349H1/MGY311Y1,Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Tuesday,—,12:00,13:00,Thursday,—,12:00,14:00,BA 2175,https://map.utoronto.ca/?id=1809#!m/494470,,,,,"French, M.","Li, R.",of  available,5,40,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,BA 2175,,,Living Things and Their Environment (4),Room,Timetable instructions,Note:,This course may be added on your ACORN account during your enrolment start date. The interim status (INT) will be updated to approved (APP) or refused (REF) in August. If you require additional information please contact Eva Eng at .,Breadth Requirement:
