resultDept,pbot15,hiCC,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,extraTxt 17,extraTxt 18,extraTxt 19,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 4,weekDay href,weekDay 5,weekDay href 2,weekDay 6,weekDay 7,weekDay href 3,weekDay 8,weekDay href 4,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 10,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 14,colNotes,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,weekDay 37,dayInfo 37,dayInfo 38,dayInfo 39,alignC,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,headerSect 36,colCode 6,weekDay 40,dayInfo 40,dayInfo 41,dayInfo 42,weekDay 41,alignC 2,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 41,headerSect 42,colCode 7,weekDay 43,dayInfo 43,dayInfo 44,dayInfo 45,alignC 3,colAvail 7,numCurr 7,numTot 7,numWait 7,onlineMeeting 7,headerSect 43,headerSect 44,headerSect 45,headerSect 46,headerSect 47,headerSect 48,colCode 8,weekDay 46,dayInfo 46,dayInfo 47,dayInfo 48,alignC 4,colAvail 8,numCurr 8,numTot 8,numWait 8,onlineMeeting 8,headerSect 49,headerSect 50,headerSect 51,headerSect 52,headerSect 53,headerSect 54,colCode 9,weekDay 49,dayInfo 49,dayInfo 50,dayInfo 51,weekDay 50,weekDay 51,alignC 5,colAvail 9,numCurr 9,numTot 9,numWait 9,onlineMeeting 9,weekDay 53,weekDay 54,weekDay href 25,weekDay href 26,weekDay href 27,weekDay href 28,headerSect 223,headerSect 224,headerSect 297,headerSect 298,headerSect 299,headerSect 300
MEDGM,Introduction to Medical Microbiology,MGY277H1-F,"An online introductory survey course that explores the agents of infectious disease including bacteria, viruses, and parasites as well as the host immune response. Other topics include the fundamentals of disease diagnosis and epidemiology.  This course will use web-based delivery of lectures and tutorials and utilize a range of communication tools equivalent to approximately three lectures per week. The final exam will require student attendance on the St. George campus.","BIO120H1, BIO130H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,3.0 hours / week,,,,,,,,,,,,,,,,,,,,,"Iyer, K.",,of  available,433,800,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Second Year Specialist Research,MGY280H1-S,This course gives students enrolled in the Molecular Genetics and Microbiology Specialist or Biochemistry Specialist program an opportunity to conduct an original research project in the second semester of their second year in a research laboratory in either of those Departments. Laboratory assignments are chosen during the first semester of second year by agreement with a Departmental faculty member and the Course Coordinator. Attendance at a weekly meeting is mandatory and students will present a report at the end of term. Details can be found on the departmental website. Not eligible for CR/NCR option.,Enrollment in the Specialist Program in Molecular Genetics and Microbiology or in Biochemistry.  Student cannot have completed more than 8.5 FCE.,Prerequisite:,MGY299Y1 and other ROP299Y1 courses,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Friday,—,11:00,12:00,,,,,,,,,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,,"Navarre, W.",,of  available,9,60,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",ASSPE1387 SP MOLEC GENETICS & MICROBIOL,ASSPE1388 SP MOL GEN&MICROBIO: GENETICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Independent Reading in Mathematics,MAT296H1-F,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,,—,,,,,,,,,,,,,,,,,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Independent Reading in Mathematics,MAT296H1-S,Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option.,Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,,—,,,,,,,,,,,,,,,,,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Research Opportunity Program,MGY299Y1-Y,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,Science,Distribution Requirement:,,,,,,,LEC0101,,—,,,,—,,,,—,,,,,,,—,,,,,"Van Der Kooy, D.","Meneghini, M.",of  available,9997,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,—,,,of  available,9998,9999,No,In Person,Activity,Time,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,Groups and Symmetries,MAT301H1-F,"Congruences and fields. Permutations and permutation groups. Linear groups. Abstract groups, homomorphisms, subgroups. Symmetry groups of regular polygons and Platonic solids, wallpaper groups. Group actions, class formula. Cosets, Lagrange theorem. Normal subgroups, quotient groups. Classification of finitely generated abelian groups. Emphasis on examples and calculations.","MAT224H1/MAT247H1, MAT235Y1/MAT237Y1, MAT246H1/MAT157Y1/CSC236H1/CSC240H1. (These Prerequisites will be waived for students who have MAT257Y1.) For FASE students, MAT185H, MAT194H, MAT195H.",Prerequisite:,MAT347Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC2999,Tuesday,—,09:00,11:00,Thursday,—,09:00,10:00,Tuesday,—,09:00,11:00,,,,,,,,,,"Kapovitch, V.","Kapovitch, V.",of  available,1,5,Yes: 0 student,Online - Synchronous,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC9901,Thursday,—,09:00,10:00,of  available,1,360,Yes: 0 student,Online - Synchronous,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,0,60,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,16:00,17:00,—,—,of  available,1,60,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,17:00,18:00,—,of  available,16,60,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Thursday,—,11:00,12:00,—,of  available,0,60,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,,,—,of  available,7,60,No,Online - Synchronous,,,,,,,Room,Room,Room,Room,Room,Room
MAT,Groups and Symmetries,MAT301H1-S,"Congruences and fields. Permutations and permutation groups. Linear groups. Abstract groups, homomorphisms, subgroups. Symmetry groups of regular polygons and Platonic solids, wallpaper groups. Group actions, class formula. Cosets, Lagrange theorem. Normal subgroups, quotient groups. Classification of finitely generated abelian groups. Emphasis on examples and calculations.","MAT224H1/MAT247H1, MAT235Y1/MAT237Y1, MAT246H1/MAT157Y1/CSC236H1/CSC240H1. (These Prerequisites will be waived for students who have MAT257Y1.) For FASE students, MAT185H, MAT194H, MAT195H.",Prerequisite:,MAT347Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,10:00,12:00,Wednesday,—,11:00,12:00,Tuesday,—,12:00,14:00,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,SS 2135,https://map.utoronto.ca/?id=1809#!m/494510,OI 2212,MP 102,https://map.utoronto.ca/?id=1809#!m/494563,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,"Mayes-Tang, S.","Mayes-Tang, S.",of  available,11,170,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),(Faculty of Applied Science & Engineering),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,13:00,14:00,of  available,0,100,Yes: 1 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,09:00,10:00,—,of  available,10,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Friday,—,10:00,11:00,,—,of  available,14,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,11:00,12:00,—,of  available,2,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Friday,—,12:00,13:00,—,of  available,3,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Friday,—,13:00,14:00,SS 1086,ES 4001,—,of  available,8,48,No,In Person,SS 2125,AB 107,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494489,Room,Room,Room,Room,Room,Room
MAT,Mathematics and Law,APM306Y1-Y,This course examines the relationship between legal reasoning and mathematical logic; provides a mathematical perspective on the legal treatment of interest and actuarial present value; critiques ethical issues; analyzes how search engine techniques on massive databases transform legal research and considers the impact of statistical analysis and game theory on litigation strategies.,This course counts as 0.5 FCE in BR3 and 0.5 FCE in BR5.,Prerequisite:,This course will only contribute 0.5FCE to the Math Minor program.,Exclusion:,"(MAT135H1/MAT135H5/MAT136H1/MAT136H5)/MAT137Y1/MAT157Y1, MAT221H1/MAT223H1/MAT240H1",Distribution Requirement:,JUM206Y1,Breadth Requirement:,LEC0101,Tuesday,—,10:00,13:00,Wednesday,—,09:00,12:00,Wednesday,—,18:00,21:00,ES B149,https://map.utoronto.ca/?id=1809#!m/494499,ES B149,https://map.utoronto.ca/?id=1809#!m/494499,—,BA 1200,https://map.utoronto.ca/?id=1809#!m/494470,BA 1200,https://map.utoronto.ca/?id=1809#!m/494470,"Derzko, N.","Derzko, N.",of  available,3,50,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,,,,of  available,1,50,Yes: 0 student,Online - Synchronous,Activity,Time,"August 30, 2021: Section Added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,Introduction to Mathematical Logic,MAT309H1-F,Predicate calculus. Relationship between truth and provability; Gödel's completeness theorem. First order arithmetic as an example of a first-order system. Gödel's incompleteness theorem; outline of its proof. Introduction to recursive functions.,"MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5/MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/MAT157Y1/CSC236H1/CSC240H1 (These Prerequisites will be waived for students who have MAT257Y1)",Prerequisite:,CSC438H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,11:00,12:00,Thursday,—,11:00,13:00,,,,,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,,,,,,"Calderon Wilches, D.",,of  available,57,188,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,11:00,12:00,—,of  available,10,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Friday,—,13:00,14:00,,—,of  available,12,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,15:00,16:00,—,of  available,17,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Friday,—,16:00,17:00,—,of  available,34,48,No,In Person,,,,,,,,,,,,SS 2125,SS 2125,,,,,,,SS 1086,SS 1088,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,Room,,Room,Room,Room,Room
MEDGM,Molecular Biology,MGY311Y1-Y,"This course examines the design and interpretation of experiments that have led to our current understanding of the biological roles of DNA, RNA and proteins. Intended for students considering graduate or professional work in molecular biology or a related field or wanting a deeper understanding of these topics.","BIO120H1, BIO230H1/BIO255H1, BCH242Y1 (Note: BCH210H1 may be acceptable with permission of instructor)",Prerequisite:,"BCH311H1, CSB349H1, JBC372H5(UTM); PSL350H1",Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Monday,—,09:00,10:00,Wednesday,—,09:00,10:00,Friday,—,09:00,10:00,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,"Collins, R.",,of  available,6,60,No,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",ASSPE1002 SP IMMUNOLOGY,ASSPE1387 SP MOLEC GENETICS & MICROBIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDGM,Principles of Genetic Analysis I,MGY314H1-F,"Laboratory experiments in genetics, with the focus on microbial and prokaryotic genetics. Topics and experiments include mutagenesis and genetic selection, linkage and recombination, genetic crosses, gene regulation, suppressor analyses, and genetic mapping. (Lab Materials Fee: $25; Lab Manual Fee: $7)","BIO230H1/BIO255H1, BIO260H1/HMB265H1",Prerequisite:,MGY312H1,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Thursday,—,13:00,17:00,,,,,,,,,,,,,,,,,,"Funnell, B.",,of  available,43,100,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",(Faculty of Arts and Science),"(John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Introduction to Number Theory,MAT315H1-F,"Elementary topics in number theory: arithmetic functions; polynomials over the residue classes modulo m, characters on the residue classes modulo m; quadratic reciprocity law, representation of numbers as sums of squares.","(MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/CSC236H1/CSC240H1)/MAT157Y1/MAT157Y5/MAT247H1/MAT247H5",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,09:00,10:00,Tuesday,—,09:00,11:00,,,,,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,,,,,,"Kim, H.",,of  available,20,141,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,10:00,11:00,—,of  available,13,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,12:00,13:00,,—,of  available,1,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Friday,—,09:00,10:00,—,of  available,24,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Friday,—,11:00,12:00,—,of  available,21,44,No,In Person,,,,,,,,,,,,HA 401,GB 119,,,,,,,BA 1210,BA 1220,https://map.utoronto.ca/?id=1809#!m/494475,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,Room,,Room,Room,Room,Room
MAT,Introduction to Number Theory,MAT315H1-S,"Elementary topics in number theory: arithmetic functions; polynomials over the residue classes modulo m, characters on the residue classes modulo m; quadratic reciprocity law, representation of numbers as sums of squares.","(MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/CSC236H1/CSC240H1)/MAT157Y1/MAT157Y5/MAT247H1/MAT247H5",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,Friday,—,10:00,11:00,BA 1160,https://map.utoronto.ca/?id=1809#!m/494470,BA 1160,https://map.utoronto.ca/?id=1809#!m/494470,BA 1160,,https://map.utoronto.ca/?id=1809#!m/494470,,,"Johnstone, D.",,of  available,0,270,Yes: 35 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,11:00,12:00,—,of  available,2,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,12:00,13:00,,—,of  available,3,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,13:00,14:00,—,of  available,3,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Thursday,—,10:00,11:00,—,of  available,16,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Thursday,—,11:00,12:00,LM 158,RW 142,—,of  available,4,45,No,In Person,BA 2185,SS 1074,https://map.utoronto.ca/?id=1809#!m/494502,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494510,Room,,Room,Room,Room,Room
