resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay href 3,weekDay 6,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 8,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 9,weekDay 10,weekDay 11,headerSect 13,headerSect 14,headerSect 15,headerSect 16,headerSect 17,headerSect 18,colCode 3,weekDay 13,dayInfo 13,dayInfo 14,dayInfo 15,dayInfo 16,dayInfo 17,dayInfo 18,weekDay href 9,weekDay href 10,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 19,headerSect 20,headerSect 21,headerSect 22,headerSect 23,headerSect 24,colCode 4,weekDay 22,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,colCode 6,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 49,alignC,alignC 2,alignC 3,alignC 5,extraTxt 16
HIS,Business History,HIS267H1-S,,,,"Business, and its history and evolution, is a fundamental aspect of understanding modernity. Capitalism and globalization, two of the most important aspect of business and its history, shape our world in profound ways. Utilizing a “glocal” approach that combines global and Canadian business history cases within a transnational context, this course seeks to interrogate and understand the evolution and development of modern business, capitalism and globalization from the late 19th Century into the early 21st.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,11:00,13:00,,,https://map.utoronto.ca/?id=1809#!m/494578,AH 103,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494536,SS 2101,"Anastakis, D.",of  available,23,80,Yes: 0 student,In Person,,,,,Tuesday,—,13:00,14:00,Tuesday,—,14:00,15:00,Tuesday,Wednesday,BL 312,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,SS 2114,—,15:00,16:00,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494536,,of  available,0,20,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,BL 205,of  available,9,20,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,13,20,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,7,20,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
HIS,Law and History,HIS268H1-S,,,,"The Federal Interpretation Act of Canada states that the ‘law is always speaking’. If the law is always speaking, then it must be speaking in present tense. But if it only speaks in present tense, does it have a past? How might we consider the field of law from different historical angles? This course will introduce students to different historical approaches to and uses of law. Using examples from a wide array of legal traditions (e.g. Common Law, Civil Law, Indigenous Law, Islamic Law); the course will help students gain a greater appreciation for the function, study, and development of law across different times and places.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Wednesday,—,10:00,12:00,,,https://map.utoronto.ca/?id=1809#!m/494517,UC 175,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494604,SS 581,"Emon, A.",of  available,0,150,Yes: 25 students,In Person,,,,,Wednesday,—,12:00,13:00,Wednesday,—,12:00,13:00,Wednesday,Wednesday,BC 20,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,AH 306,—,14:00,15:00,—,14:00,15:00,https://map.utoronto.ca/?id=1809#!m/494488,,of  available,0,22,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0102,KP 108,of  available,0,21,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0201,of  available,0,21,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0202,of  available,3,21,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
GER,Money and Economy in German Literature and Culture (E),GER270H1-S,Timetable instructions,Note:,This course is taught in English.,"In this course, we examine key literary, philosophical, and cultural texts, in order to understand how modern culture approaches problems such as property, debt, and exchange value.",Humanities,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Monday,—,13:00,15:00,,,,,,,,,"Lehleiter, C.",of  available,25,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,,,,,VC 211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
IHPST,Science and Literature,HPS270H1-S,Delivery instructions,Note:,"In-person, no recorded lectures, but lecture slides will be available after each class.","This course will focus on the interplay between science and literature from ancient Greece to the present day. We’ll examine the impact of major scientific paradigm shifts on the literature of their time, and situate literary texts within the context of contemporary scientific discoveries and technological innovations.",Humanities,"Thought, Belief and Behaviour (2)",Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Thursday,—,10:00,12:00,,,,,,,,,"Fehige, Y.",of  available,35,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,,,,,VC 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,American History Since 1607,HIS271Y1-Y,,,,"A survey of the economic, social, cultural, and political history of the United States from the colonial era to present times.",HIS271H5/HIS272H5/HISB30H3/HISB31H3,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC5101,Tuesday,—,18:00,20:00,,SS 2102,https://map.utoronto.ca/?id=1809#!m/494510,SS 2102,https://map.utoronto.ca/?id=1809#!m/494510,,,,"Cucuz, D.",of  available,30,129,Yes: 0 student,In Person,,,,,Wednesday,—,10:00,11:00,Wednesday,—,11:00,12:00,Wednesday,Tuesday,NF 332,Activity,Time,,Instructor(s),Space Availability,Wait List,TUT0101,NF 332,—,12:00,13:00,—,20:00,21:00,https://map.utoronto.ca/?id=1809#!m/494578,https://map.utoronto.ca/?id=1809#!m/494578,of  available,5,22,No,In Person,Status / Notes,Activity,Time,,Instructor(s),Space Availability,TUT0102,,of  available,5,21,No,In Person,Wait List,Status / Notes,Activity,Time,,Instructor(s),TUT0201,of  available,0,21,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0202,of  available,0,22,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,,—,—,,,
GER,Introduction to Business German,GER272H1-S,Timetable instructions,Note:,This course is taught in German.,"This course introduces students to basic concepts and vocabulary necessary for the German business context. All the language skills (reading, writing, listening, and speaking) will be practiced in appropriate business contexts.",GER200Y1,Humanities,Corequisite:,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,10:00,12:00,Thursday,,,,,CR 404,,,"Gargova, S.",of  available,19,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494580,https://map.utoronto.ca/?id=1809#!m/494580,,,,,,,,,,,,,CR 404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
IHPST,Science against Religion? A Complex History,HPS272H1-F,Delivery instructions,Note:,All recorded lectures and lecture slides are available on Quercus prior to enrolment date.,This course introduces to the central topics arising from the encounter between modern science and religion. It aims to integrate historical and philosophical perspectives about science and religion. Did modern science arise because of Christianity or despite of it? Are science and religion necessarily in conflict? Have they factually always been in conflict throughout history? Are proofs of God's existence obsolete? Has science secularized society? What role should religions play in liberal democracies?,HPS326H1,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,2.0 hours / week,,,,,—,https://map.utoronto.ca/?id=1809#!m/494600,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,—,,NF 235,"Fehige, Y.",of  available,7,86,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,Thursday,—,08:00,09:00,Thursday,—,08:00,09:00,Friday,Friday,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,09:00,10:00,—,09:00,10:00,,,of  available,6,22,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0102,,of  available,1,22,No,Online - Synchronous (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0201,of  available,2,21,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,Activity,Time,TUT0202,of  available,1,21,No,Online - Synchronous (See Delivery Instructions.),Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,,
HIS,History of China,HIS280Y1-Y,,,,"A critical history of the place we today call China from prehistoric times to the 21st century, tracing shifting borders, identities, governments, and cultures while challenging any singular definition of ""China.""",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Monday,—,10:00,11:00,Wednesday,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,AH 100,"Guo, Y.",of  available,77,220,Yes: 0 student,In Person,,,,,Monday,—,11:00,12:00,Monday,—,12:00,13:00,Monday,Monday,SS 2114,Activity,Time,,Instructor(s),Space Availability,Wait List,TUT0101,SS 2114,—,14:00,15:00,—,15:00,16:00,https://map.utoronto.ca/?id=1809#!m/494578,https://map.utoronto.ca/?id=1809#!m/494578,of  available,0,20,No,In Person,Status / Notes,Activity,Time,,Instructor(s),Space Availability,TUT0201,Thursday,of  available,0,20,No,In Person,Wait List,Status / Notes,Activity,Time,,Instructor(s),TUT0301,of  available,6,20,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,5,20,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,,—,—,—,,
HIS,History of South Asia,HIS282Y1-Y,,,,"An introductory survey addressing major themes in the history of South Asia, examining South Asian political economy, social history, colonial power relations and the production of culture. Emphasis is on the period after 1750, particularly the study of colonialism, nationalism, and postcolonial citizenship and modernity.",HIS282H5/HISB57H3,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,SS 2106,https://map.utoronto.ca/?id=1809#!m/494510,SS 2106,https://map.utoronto.ca/?id=1809#!m/494510,SS 2106,https://map.utoronto.ca/?id=1809#!m/494510,SS 2106,"Birla, R.",of  available,21,60,Yes: 0 student,In Person,,,,,Wednesday,—,14:00,15:00,Thursday,—,14:00,15:00,Thursday,,SS 2101,Activity,Time,,Instructor(s),Space Availability,Wait List,TUT0101,SS 2101,—,15:00,16:00,,,,https://map.utoronto.ca/?id=1809#!m/494604,https://map.utoronto.ca/?id=1809#!m/494604,of  available,9,20,No,In Person,Status / Notes,Activity,Time,,Instructor(s),Space Availability,TUT0201,,of  available,3,20,No,In Person,Wait List,Status / Notes,Activity,Time,,Instructor(s),TUT0301,of  available,10,20,No,In Person,Space Availability,Wait List,Status / Notes,,,,,,,,,,,,,,,,,,
HIS,History of Chinese Overseas,HIS285H1-F,,,,"Explores critical historical issues about ethnic Chinese outside of China from the 1500s to the present, emphasizing the 19th, 20th and 21st centuries, and covering six continents. Topics include Chinese migrations, Chinese diasporas, ethnic Chinese identities, communities, cultures, and racializations outside of China, relations with China, impacts on their host societies, and relations with non-Chinese.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,10:00,12:00,,,https://map.utoronto.ca/?id=1809#!m/494578,AH 105,https://map.utoronto.ca/?id=1809#!m/494604,,https://map.utoronto.ca/?id=1809#!m/494578,BC 20,"Mar, L.",of  available,9,60,Yes: 0 student,In Person,,,,,Tuesday,—,12:00,13:00,Tuesday,—,13:00,14:00,Tuesday,,AH 105,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,15:00,16:00,,,,https://map.utoronto.ca/?id=1809#!m/494510,,of  available,2,20,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,SS 1069,of  available,5,20,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,3,20,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,,,,,,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,,,,
GER,Global Issues - German Contexts (E),GER290H1-F,Timetable instructions,Note:,This course is taught in English.,"The movement of cultural products, material goods, capital, people, ideas, and information across national borders has resulted in a new quality of global interdependency. The course explores the contemporary character of globalization patterns and problems as they bear on German-speaking contexts. Readings in globalization history and theory.",none,none,Prerequisite:,none,Corequisite:,2.0 FCE of German language instruction in consultation with department,Exclusion:,LEC0101,Tuesday,—,13:00,15:00,,,,,,,,,"Soldovieri, S.",of  available,15,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494578,,,,,,,,,,,,,,AH 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Recommended Preparation:
HIS,Latin America: The Colonial Period,HIS291H1-F,,,,The evolution of Spanish and Portuguese America from pre-Columbian civilizations to the wars of independence.,HIS291Y1/HIS290H5,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,,,,,,,,,,,,,,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,,,,,,,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,,,,,,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,,,,,,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
HIS,Latin America: The National Period,HIS292H1-S,,,,A survey of Latin American history from the wars of independence to the present day.,HIS292Y1/HIS290H5,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,10:00,12:00,,,https://map.utoronto.ca/?id=1809#!m/494536,BL 312,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494517,SS 2101,"Van Isschot, L.",of  available,0,80,Yes: 3 students,In Person,,,,,Tuesday,—,12:00,13:00,Tuesday,—,13:00,14:00,Tuesday,Tuesday,UC 51,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,SS 2101,—,15:00,16:00,—,16:00,17:00,https://map.utoronto.ca/?id=1809#!m/494510,,of  available,0,20,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,SS 1071,of  available,0,20,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,1,20,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,1,20,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,,
HIS,History of Africa,HIS295Y1-Y,,,,"An introduction to African history and the methodology of history more broadly, this course sets out to question how historians do history, examine differences in theories of knowledge, and explore the relationship between academic and cultural representations of the past. The course also draws on anthropology and related disciplines.",HIS381H1/HIS382H1/HIS295H5,Humanities,Exclusion:,"Creative and Cultural Representations (1), Thought, Belief and Behaviour (2)",Distribution Requirement:,,Breadth Requirement:,LEC0101,Thursday,—,12:00,14:00,,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,,,,"Hawkins, S.",of  available,4,80,Yes: 0 student,In Person,,,,,Monday,—,14:00,15:00,Monday,—,15:00,16:00,Thursday,Thursday,UC 248,Activity,Time,,Instructor(s),Space Availability,Wait List,TUT0101,UC 248,—,14:00,15:00,—,15:00,16:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,of  available,1,20,No,In Person,Status / Notes,Activity,Time,,Instructor(s),Space Availability,TUT0201,,of  available,3,20,No,In Person,Wait List,Status / Notes,Activity,Time,,Instructor(s),TUT0301,of  available,2,20,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,0,20,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,,,,,,
IHPST,Research Opportunity Program,HPS299Y1-Y,,,,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,Humanities,,Distribution Requirement:,,,,,LEC9901,2.0 hours / week,,,,,,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
GER,Intermediate German 2,GER300Y1-Y,Delivery instructions,Note:,Some of the GER300 courses are taught online synchronous and some are taught in person.  Please check that the course you are choosing has the teaching mode you prefer.,"Continuing the work done in GER100Y1 and GER200Y1, this course offers German at the intermediate level focusing on extension of vocabulary, specific problems of grammar, essay-writing, reading and conversation. The Department reserves the right to place students in the appropriate course in the series GER200Y1 and GER300Y1.",GER200Y1/GER201H1 or German placement test,Humanities,Prerequisite:,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,09:00,11:00,Thursday,CR 406,https://map.utoronto.ca/?id=1809#!m/494580,CR 406,https://map.utoronto.ca/?id=1809#!m/494580,CR 406,https://map.utoronto.ca/?id=1809#!m/494580,CR 406,"Flicker, A.",of  available,16,30,Yes: 0 student,In Person (See Delivery Instructions.),,,,,Monday,—,18:00,20:00,Wednesday,—,18:00,20:00,TF 201,TF 201,TF 201,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC9901,Monday,—,08:00,10:00,—,08:00,10:00,,,of  available,10,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
