resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,weekDay 4,legendControl 4,legendControl 5,enConList 6,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,weekDay href 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 22,headerSect 23,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 7,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,colInst,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 16
HMB,Personalized Medicine,HMB452H1-S,The bridge between basic scientific research and clinical practice integrates fundamental knowledge about molecular/cellular mechanisms and clinical disorders to increase the potential for new medical treatments and technologies as well as understanding of disease processes. Specific topics vary from year to year and will be based on the course instructor's area(s) of expertise.,"14.0 credits complete, HMB302H1/ HMB321H1/ HMB322H1, HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,13:00,15:00,WB 219,https://map.utoronto.ca/?id=1809#!m/494460,0,45,Yes: 6 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),NEUROSCIENCE     (Faculty of Arts and Science),ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,,Timetable instructions,Delivery instructions,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sage, A.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is an in person seminar course, lecture recordings may not always be available.",Note:
HMB,AIDS: A Global Perspective,HMB453H1-F,"Seminars explore the global AIDS crisis. Varying epidemiological profiles of AIDS are placed in broader biological, social, and cultural frameworks. The impact of globalization and structural inequality on local cultures and lifestyles provides a backdrop to the discussions.","14.0 credits complete, BIO220H1/JSU237H1/PHS300H1/JNH350H1",Prerequisite:,HAJ453H1,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC9901,Thursday,—,12:00,14:00,,,5,90,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 4   Human Biology Program   (Faculty of Arts and Science),Year 3   Human Biology Program   (Faculty of Arts and Science),,,,—,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Souza, L.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is a 4th year interactive seminar course, live streamed during the class schedule and recordings are not available.",Note:
HMB,Current Issues in Environment and Health,JEH455H1-S,"This course introduces students to complex issues at the interface between environment and health where health is broadly defined. Each year a current and controversial case study is explored from scientific, medical, political and policy perspectives. The course takes students from the molecular to individual to population and societal levels.","14 FCE complete, ENV341H1/ HMB302H1/HMB312H1/ HMB314H1/ HMB322H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,12:00,14:00,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,0,30,Yes: 10 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASMAJ0365 MA HMB: ENVIRONMENT & HEALTH  - Year 4,ASMAJ0365 MA HMB: ENVIRONMENT & HEALTH  - Year 3,ASSPE0365 SP ENVIRONMENT & HEALTH  - Year 4,,Delivery instructions,,ASSPE0365 SP ENVIRONMENT & HEALTH  - Year 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeffrey, M.",Note:,"This is an in person seminar course, lecture recordings may not always be available.",,
HMB,Seminars in Neurobiology of Mental Health,HMB460H1-S,This seminar course focuses on recent research into the neurobiology underlying mental health issues and is highly discussion-based and collaborative in nature. Specific topics are indicated by subtopic (which may vary yearly).,"14.0 credits complete, HMB200H1, HMB300H1, HMB320H1/ANA300Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Friday,—,10:00,12:00,EM 302,https://map.utoronto.ca/?id=1809#!m/494463,0,30,Yes: 10 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 4 NEUROSCIENCE     (Faculty of Arts and Science),Year 3 NEUROSCIENCE     (Faculty of Arts and Science),,,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dockstader, C.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Classes will only be available as in-person at their scheduled times.,Note:
ASABS,"Indigenous Theory, Research and Methods",INS460H1-S,"This course explores the basis of Indigenous knowledge and how that translates into research theory and methodology. Students will design a research project, consider Indigenous research governance and conduct an ethics review. This is a service learning course. This course is only open to students enrolled in a Specialist or Major in Indigenous Studies.","10 FCEs, including INS201Y1 and INS390H1, and at least one additional INS designator full course equivalent.",Prerequisite:,ABS460Y1; ABS460H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,13:00,BF 316,https://map.utoronto.ca/?id=1809#!m/494497,10,15,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill, S.",,,,
HMB,Topics in Epidemiology,HMB462H1-S,"The focus is on the theory and application of biostatistics and epidemiology to current developments in special topics in substantive areas of epidemiology (e.g., chronic disease, environmental & occupational health, infectious disease, methods, social, etc.).","14 FCE complete, HMB342H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,14:00,16:00,BL 113,https://map.utoronto.ca/?id=1809#!m/494536,0,25,Yes: 2 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),,,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Enrolment into this course is temporarily closed as the day and time of the course may be moved. Please direct inquiries to hmb.undergrad@utoronto.ca and to get on an email list to be notified when this reopens for enrolment.,Note:
HMB,Exercise and Sports Medicine,HMB470H1-S,"This course considers the health benefits and risks of different forms of exercise, with a goal of understanding how people should exercise, and how much, depending on their athletic and health goals. It introduces elements of exercise science including the biomechanics of tissues and injuries to develop an understanding of how both the quantity and quality of movement and loading contribute to healthy training and/or injury. Some common injuries in sport such as knee injuries and concussions are used as examples of how various patterns of loading can cause injuries.","14 FCE complete, PSL300H1, PSL301H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,15:00,17:00,RW 117,https://map.utoronto.ca/?id=1809#!m/494515,0,130,Yes: 17 students,In Person,Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 4   Human Biology Program   (Faculty of Arts and Science),Year 3   Human Biology Program   (Faculty of Arts and Science),,,,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richards, D.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",,
HMB,Performance Enhancement,HMB471H1-F,"Enhancing performance has broad appeal. This course explores current developments for achieving peak performance academically, physically and emotionally. We focus on the scientific basis of the links between performance and stress, and of the benefits and risks of pharmacological methods to achieve performance enhancement. Various stress management skills are introduced.","14 FCE complete, PSL300H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,13:00,15:00,SF 3201,https://map.utoronto.ca/?id=1809#!m/494481,0,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 3 NEUROSCIENCE     (Faculty of Arts and Science),Year 4 NEUROSCIENCE     (Faculty of Arts and Science),,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maal-Bared, G.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",,
HMB,Exercise Physiology,HMB472H1-F,"Examine the physiological and biochemical responses of the human body to both acute and chronic bouts of physical activity. The impact of activity on health, and health on physical activity, is explored by examining adaptations from the cellular to the systemic level of bodily function.","14 FCE complete, PSL300H1, PSL301H1,  HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,13:00,15:00,WI 1016,https://map.utoronto.ca/?id=1809#!m/494503,9,75,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 3 NEUROSCIENCE     (Faculty of Arts and Science),Year 4 NEUROSCIENCE     (Faculty of Arts and Science),,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Locke, M.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Lecture is in person and recordings will be available for asynchronous viewing.,Note:
HMB,Dental Sciences,HMB474H1-F,"Dentistry is one of the oldest branches of medicine responsible for the treatment of diseases of oral cavity. This course will introduce students to the key concepts as well as the latest research in the dental sciences, including but not limited to craniofacial structures, bone physiology, odontogenesis, pathogenesis of oral diseases, and technology in dental sciences.","14 FCE complete, BIO230H1/BIO255H1, PSL300H1, PSL301H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,14:00,16:00,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,4,55,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),NEUROSCIENCE     (Faculty of Arts and Science),,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manolson, M.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is an in person seminar course, lecture recordings may not always be available.",Note:
ASABS,Advanced Special Topics in Indigenous Studies,INS480H1-S,This seminar provides an advanced in-depth examination of trends and topics within Indigenous Studies. Content in any given year depends on the instructor. See Indigenous Studies website for more detail.,"10.0 credits, including INS201Y1 and at least 2.0 additional INS credits.",Prerequisite:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,Room,LEC0101,Thursday,—,14:00,16:00,FE 326,https://map.utoronto.ca/?id=1809#!m/494550,20,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorries, H.",,,,
MEDGM,Vaccines and Immunity,MIJ485H1-S,"Analysis of the strategies used by pathogenic microbes to evade specific and innate immune responses, and the strategies used to combat infectious disease using vaccines, with an emphasis on molecular and immunological aspects. Special topics include: molecular basis of pathogenicity and immune-evasion strategies; vaccination strategies; challenges to vaccine implementation (given jointly by the Departments of Molecular Genetics and Immunology).","(IMM340H1/IMM341H1); (IMM350H1/IMM351H1); MGY377H1, MGY378H1",Prerequisite:,"MBY480H1, MGY485H1",Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,—,14:00,17:00,MC 252,https://map.utoronto.ca/?id=1809#!m/494474,0,60,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gray-Owen, S.",,,,
HMB,Advanced Laboratory in Human Biology,HMB489H1-S,"Building on their experience in 3rd-year labs, students participate in inquiry-based laboratory experiments in diverse areas of current human biology research. Open to students in any Human Biology program. Labs start in the first week of term. (Lab Materials Fee: $107)","Completion of 14.0 credits, HMB310H1/ HMB311H1/ HMB312H1/ HMB314H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Friday,—,10:00,11:00,,,20,72,Yes: 0 student,Online - Synchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 3   Human Biology Program   (Faculty of Arts and Science),Year 4   Human Biology Program   (Faculty of Arts and Science),,,,—,Timetable instructions,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0102,RW 225,—,09:00,12:00,Tuesday,https://map.utoronto.ca/?id=1809#!m/494515,of  available,4,24,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0103,RW 226,—,09:00,12:00,of  available,17,24,No,In Person,,Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",,
HMB,Health in Community,HMB490Y1-Y,"An experiential learning course exploring health-related challenges and social determinants of health in partnership with local community organizations. Lectures and tutorials will support learning of selected biological and social aspects of health and disease, neuroscience, genetics or population health, and the development of scientific knowledge translation skills relevant to the community agencies. Cannot be taken concurrently with a full year research project course.","BIO230H1/BIO255H1, HMB265H1/BIO260H1, BCH210H1, PSL300H1, PSL301H1, HMB200H1/HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,HMB473H1,Exclusion:,a 300-level science lab course,Recommended Preparation:,Science,Distribution Requirement:,,LEC0101,Friday,—,12:00,15:00,WI 1017,https://map.utoronto.ca/?id=1809#!m/494503,16,60,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Human Biology Program   (Faculty of Arts and Science),,,,,WI 1017,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy-Strumpf, N.",Note:,"Students wishing to enrol in HMB490Y1 should follow the instructions found on the HMB website under Special Enrolment Courses (). Students are expected to fill in the application form prior to course enrolment. Late applications will be considered, space permitting.",,
ASABS,Independent Experiential Studies,INS493H1-F,Students design and implement an independent experiential Indigenous studies research project in consultation with an Indigenous organization and a faculty supervisor. Enrolment requires written permission from a faculty supervisor and Director of Indigenous Studies. Not eligible for CR/NCR option.,"10 FCEs, completed INS390H1 and enrolled in a major or specialist program in Indigenous Studies",Prerequisite:,ABS493H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,9999,9999,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Experiential Studies,INS493H1-S,Students design and implement an independent experiential Indigenous studies research project in consultation with an Indigenous organization and a faculty supervisor. Enrolment requires written permission from a faculty supervisor and Director of Indigenous Studies. Not eligible for CR/NCR option.,"10 FCEs, completed INS390H1 and enrolled in a major or specialist program in Indigenous Studies",Prerequisite:,ABS493H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,9999,9999,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Experiential Studies,INS494Y1-Y,Students design and implement an independent experiential Indigenous studies research project in consultation with an Indigenous organization and a faculty supervisor. Enrolment requires written permission from a faculty supervisor and Director of Indigenous Studies. Not eligible for CR/NCR option.,"10 FCEs, completed INS390H1 and enrolled in a major or specialist program in Indigenous Studies",Prerequisite:,ABS494Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,—,—,,,—,,9998,9999,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Research,INS495Y1-S,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS495Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,9997,9999,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Research,INS495Y1-Y,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS495Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,—,—,,,—,,4,5,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMB,Research Project in Human Biology,HMB496Y1-Y,"A research project course for students enrolled in a Human Biology program, supervised by a faculty member appointed in a faculty or division at St. George Campus (Faculties of Arts & Science, Medicine, Engineering, Dalla Lana School of Public Health, etc.). Open to third and fourth year students.","Students are responsible for securing their own supervisor. Should a HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.",Prerequisite:,Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the .,Exclusion:,Not eligible for CR/NCR option.,Distribution Requirement:,Permission of the Human Biology Program; please refer to the Human Biology Program website for more details,Special Enrolment Courses page on the HMB Website,,LEC0101,Friday,—,15:00,17:00,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,9895,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Human Biology Program   (Faculty of Arts and Science),(Faculty of Arts and Science),,,,RW 110,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy-Strumpf, N.",Note:,"Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the Special Enrolment Courses page on the HMB Website: . Students are responsible for securing their own supervisor. Should an HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.",Science,
ASABS,Independent Research,INS496H1-F,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS496H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,9999,9999,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Research,INS496H1-S,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS496H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,25,25,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Research,INS497H1-S,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS497H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,—,,,,,9999,9999,No,In Person,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASABS,Independent Research,INS498Y1-Y,Supervised independent research on a topic agreed on by the student and the supervisor before enrolment in the course. Available only when someone is willing and able to supervise. Not eligible for CR/NCR option.,INS201Y1 plus one additional INS designator full-course equivalent,Prerequisite:,ABS498Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,—,—,,,—,,9999,9999,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMB,Research Project in Human Biology II,HMB499Y1-Y,"A research project course for students enrolled in a Human Biology program, supervised by a faculty member appointed in a faculty or division at St. George Campus (Faculties of Arts & Science, Medicine, Engineering, Dalla Lana School of Public Health, etc.).","Students are responsible for securing their own supervisor. Should a HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.",Prerequisite:,Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the .,Exclusion:,Not eligible for CR/NCR option.,Distribution Requirement:,"HMB496Y1, and permission of the program",Special Enrolment Courses page on the HMB Website,,LEC0101,Friday,—,15:00,17:00,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,9996,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,(Faculty of Arts and Science),Human Biology Program   (Faculty of Arts and Science),,,,RW 110,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy-Strumpf, N.",Note:,"Completed applications for this course are due to the Human Biology Program Office by September 1 for Academic year projects and May 1 for Summer projects. Please see the application on the Special Enrolment Courses page on the HMB Website: . Students are responsible for securing their own supervisor. Should an HMB Specialist require help securing a supervisor, the request must be made by email to the Human Biology Program Office no later than July 20 for Academic year projects and January 30 for Summer projects.",Science,
