resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,headerSect 3,colCode,weekDay,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,extraTxt 13,legendControl 7,extraTxt 16,headerSect 15,alignC,weekDay 55,dayInfo 94,dayInfo 95,dayInfo 96,weekDay href 22
PSY,Introduction to Sensation and Perception,PSY280H1-S,,,,Course Description:,"An introduction to the physiological and psychological basis of perception across the different sensory modalities in humans and lower animals, with an emphasis on vision. Exploring visual perception such as shape and objects, scenes, colour, space, and motion as well as auditory perception of simple and complex sounds, and location. Further topics may include touch, including perception of temperature, pain and body posture, the chemical senses, and cross-modal influences of the senses on one another. In-class demonstrations may supplement the lectures.",PSY100H1/PSY100Y5/PSYA01H3/COG250Y1,Prerequisite:,PSY280H5/PSYB51H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,,"Mack, M.",of  available,38,188,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,ES 1050,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494499
PSY,Behavioural Neuroscience,PSY290H1-F,Delivery instructions,Note:,"Lectures will be delivered online.  Learning is self-paced and not reliant on a meeting schedule.  Opportunities for synchronous activity with instructors and classmates (e.g., virtual office hours) will be made available, but will not be required.  All course assessments will be conducted online.",Course Description:,"Provides students with a solid background in the biological basis of behaviour. Animal and human research topics will include functional neuroanatomy and neural signalling. Further topics may include sensory and motor control, motivational systems, hormones, and emotions, among other topics.",PSY100H1/PSY100Y5/PSYA01H3,Prerequisite:,HMB200H1/PSL300H1/PSY290H5/PSYB64H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC9901,3.0 hours / week,—,"Whissell, P.",of  available,0,188,Yes: 0 student,Asynchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,,,,,
PSY,Behavioural Neuroscience,PSY290H1-S,,,,Course Description:,"Provides students with a solid background in the biological basis of behaviour. Animal and human research topics will include functional neuroanatomy and neural signalling. Further topics may include sensory and motor control, motivational systems, hormones, and emotions, among other topics.",PSY100H1/PSY100Y5/PSYA01H3,Prerequisite:,HMB200H1/PSL300H1/PSY290H5/PSYB64H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,,"Kim, J.",of  available,0,188,Yes: 28 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,SS 2135,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
PSY,Research Opportunity Program,PSY299Y1-Y,,,,Course Description:,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,Science,Distribution Requirement:,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,,Activity,LEC0101,—,—,"Chasteen, A.",of  available,9997,9999,No,In Person,,,,,,,,,,,,Instructor(s),—,,—,,,
RLG,The History of Buddhist Meditation,JNR301H1-S,,,,Course Description:,"This course will survey historical, cultural, and textual contexts for Buddhist meditative and contemplative practices and techniques.",RLG206H1/NEW232Y1/BPM232H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC9901,6.0 hours / week,—,,of  available,27,60,Yes: 0 student,Asynchronous,,,,,,,,,,,,,—,,,,,
POL,Colonial Legacies and Post-Independence African Politics,POL301H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"This course highlights the critical roles of pre-colonial and colonial histories in shaping contemporary political and economic developments in Africa. It covers the emergence of colonial states, the central legacies of colonial rule, and the impact of colonialism in shaping process of state and nation building from independence to the present.",1.0 POL credit,Prerequisite:,POL301Y1,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,,"Prichard, W.",of  available,9,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)","ASSPE1228 SP PEACE, CONFLICT & JUSTICE",,,Lectures will be delivered in person.,Delivery instructions,Note:,,,BL 313,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Women in Western Political Thought,POL303H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Examines contemporary feminist perspectives in political theory as responses to the limitations of western tradition of modern political theory.,PHL265H1/POL200Y1/POL200Y5/POLC70H3/POLC71H3,Prerequisite:,POLC76H3/POLC77H3,Exclusion:,"Humanities, Social Science",Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Wednesday,,"Kingston, R.",of  available,0,70,Yes: 45 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,BL 325,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494536
RLG,Evil and Suffering,RLG303H1-F,,,,Course Description:,The existence of evil poses a problem to theistic beliefs and raises the question as to whether a belief in a deity is incompatible with the existence of evil and human (or other) suffering. This course examines the variety of ways in which religions have dealt with the existence of evil.,Completion of 4.0 credits,Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Friday,,"Goldberg, S.",of  available,0,70,Yes: 0 student,In Person,,,,,,,,,,,,,,SS 1070,—,11:00,13:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Methods,POL304H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"Various topics are taken up each year, the content of which depends on the instructor.",POL232H1 or equivalent,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC5101,Monday,,"Chyzh, O.",of  available,16,49,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 561,—,18:00,20:00,https://map.utoronto.ca/?id=1809#!m/494510
RLG,"Language, Symbols, Self",RLG304H1-S,,,,Course Description:,"Theories of the self that involve the constitutive role of language in its various forms. Problems of socially-conditioned worldviews and sense of self as related to discourse. Myth, symbol, metaphor, and literary arts as vehicles for personality development and self-transformation along religious lines.",Completion of 4.0 credits,Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Tuesday,,"Mills, E.",of  available,13,40,Yes: 0 student,In Person,,,,,,,,,,,,,,OI 8170,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494563
POL,Introduction to Latin American Politics and Societies,POL305H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"This course introduces students to histories and concepts necessary to understand developments in Latin American politics. Substantive issues will include the changing face of state sovereignty; human rights and social movements; the legacies of (neo)colonialism and indigenous resistance; neoliberalism, 21st century socialism, and beyond.",1.0 POL credit,Prerequisite:,POL305Y1/POL360H5/POLC91H3/POLC99H3,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,,"Kingsbury, D.",of  available,1,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)","ASSPE1228 SP PEACE, CONFLICT & JUSTICE",,,Lectures will be delivered in person.,Delivery instructions,Note:,,,BL 325,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494536
PSY,The Treatment of Psychological Data,PSY305H1-S,,,,Course Description:,"This course provides a practical yet intensive introduction to the research pipeline, with a focus on research data management and advanced statistical analysis and inference. Students learn how to find, organize, and analyze data sets in a transparent and reproducible way. Students also learn more about statistical inference, focusing on how the design and analysis of data shape the interpretation of results.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3,Prerequisite:,EEB313H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Wednesday,,,of  available,1,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1446 MA COGNITIVE SCIENCE(SCIENCE),ASMAJ1446A MA COG SCI: SCI - COMPUT COG,ASMAJ1446B MA COG SCI: SCI - COGN & BRAIN,ASSPE1160 SP PSYCHOLOGY,,,,,—,SS 561,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
